INFO: 01/17/2021 02:35:10 epoch 0, shard 0, rewards train 0.5678191781044006, rewards val 0.7536590189873418
INFO: 01/17/2021 02:38:19 epoch 0, shard 1, rewards train 0.7863197922706604, rewards val 0.8399920886075949
INFO: 01/17/2021 02:41:13 epoch 1, shard 0, rewards train 0.8272661566734314, rewards val 0.8552215189873418
INFO: 01/17/2021 02:44:06 epoch 1, shard 1, rewards train 0.852532148361206, rewards val 0.8729232594936709
INFO: 01/17/2021 02:47:00 epoch 2, shard 0, rewards train 0.86397385597229, rewards val 0.8817246835443038
INFO: 01/17/2021 02:49:54 epoch 2, shard 1, rewards train 0.8695700168609619, rewards val 0.8764833860759493
INFO: 01/17/2021 02:52:48 epoch 3, shard 0, rewards train 0.869763970375061, rewards val 0.8818235759493671
INFO: 01/17/2021 02:55:43 epoch 3, shard 1, rewards train 0.880790114402771, rewards val 0.8958662974683544
INFO: 01/17/2021 02:58:36 epoch 4, shard 0, rewards train 0.8824523687362671, rewards val 0.8962618670886076
INFO: 01/17/2021 03:01:30 epoch 4, shard 1, rewards train 0.886995792388916, rewards val 0.8996242088607594
INFO: 01/17/2021 03:04:23 epoch 5, shard 0, rewards train 0.8930352330207825, rewards val 0.900810917721519
INFO: 01/17/2021 03:07:17 epoch 5, shard 1, rewards train 0.8924811482429504, rewards val 0.8945806962025317
INFO: 01/17/2021 03:10:11 epoch 6, shard 0, rewards train 0.8915392160415649, rewards val 0.9153481012658228
INFO: 01/17/2021 03:13:04 epoch 6, shard 1, rewards train 0.9100454449653625, rewards val 0.9285007911392406
INFO: 01/17/2021 03:15:58 epoch 7, shard 0, rewards train 0.9138408899307251, rewards val 0.9288963607594937
INFO: 01/17/2021 03:18:53 epoch 7, shard 1, rewards train 0.9159740805625916, rewards val 0.9144580696202531
INFO: 01/17/2021 03:21:47 epoch 8, shard 0, rewards train 0.9204897880554199, rewards val 0.9312697784810127
INFO: 01/17/2021 03:24:41 epoch 8, shard 1, rewards train 0.9198803305625916, rewards val 0.9326542721518988
INFO: 01/17/2021 03:27:35 epoch 9, shard 0, rewards train 0.9186890721321106, rewards val 0.9290941455696202
INFO: 01/17/2021 03:30:29 epoch 9, shard 1, rewards train 0.9241189956665039, rewards val 0.9281052215189873
INFO: 01/17/2021 03:33:23 epoch 10, shard 0, rewards train 0.9210715889930725, rewards val 0.9336431962025317
INFO: 01/17/2021 03:36:17 epoch 10, shard 1, rewards train 0.9256981611251831, rewards val 0.9364121835443038
INFO: 01/17/2021 03:39:10 epoch 11, shard 0, rewards train 0.9251717925071716, rewards val 0.936807753164557
INFO: 01/17/2021 03:42:03 epoch 11, shard 1, rewards train 0.9257258176803589, rewards val 0.932060917721519
INFO: 01/17/2021 03:44:57 epoch 12, shard 0, rewards train 0.9316544532775879, rewards val 0.942246835443038
INFO: 01/17/2021 03:47:50 epoch 12, shard 1, rewards train 0.9326518177986145, rewards val 0.9400712025316456
INFO: 01/17/2021 03:50:43 epoch 13, shard 0, rewards train 0.9334275126457214, rewards val 0.9453125
INFO: 01/17/2021 03:53:37 epoch 13, shard 1, rewards train 0.9338985085487366, rewards val 0.9441257911392406
INFO: 01/17/2021 03:56:31 epoch 14, shard 0, rewards train 0.9364749789237976, rewards val 0.9401700949367089
