INFO: 01/21/2021 08:56:58 epoch 0, shard 0, rewards train 0.5730366110801697, rewards val 0.7667410714285714
INFO: 01/21/2021 09:00:57 epoch 0, shard 1, rewards train 0.7967280745506287, rewards val 0.8405274694337195
INFO: 01/21/2021 09:04:41 epoch 1, shard 0, rewards train 0.8441284894943237, rewards val 0.8575651544401545
INFO: 01/21/2021 09:08:26 epoch 1, shard 1, rewards train 0.8718346357345581, rewards val 0.9025146798584298
INFO: 01/21/2021 09:12:11 epoch 2, shard 0, rewards train 0.8842376470565796, rewards val 0.9001116071428572
INFO: 01/21/2021 09:16:02 epoch 2, shard 1, rewards train 0.8975012898445129, rewards val 0.9271336068211067
INFO: 01/21/2021 09:19:46 epoch 3, shard 0, rewards train 0.901759684085846, rewards val 0.9244037564350065
INFO: 01/21/2021 09:23:29 epoch 3, shard 1, rewards train 0.9097328186035156, rewards val 0.937168194980695
INFO: 01/21/2021 09:27:14 epoch 4, shard 0, rewards train 0.9156776070594788, rewards val 0.9269224581724581
INFO: 01/21/2021 09:30:57 epoch 4, shard 1, rewards train 0.9183636903762817, rewards val 0.9317688223938224
INFO: 01/21/2021 09:34:41 epoch 5, shard 0, rewards train 0.9219606518745422, rewards val 0.9334881756756757
INFO: 01/21/2021 09:38:24 epoch 5, shard 1, rewards train 0.9255939722061157, rewards val 0.9324173503861004
INFO: 01/21/2021 09:42:09 epoch 6, shard 0, rewards train 0.9225338697433472, rewards val 0.9473133848133849
INFO: 01/21/2021 09:45:54 epoch 6, shard 1, rewards train 0.9291354417800903, rewards val 0.9460364382239382
INFO: 01/21/2021 09:49:39 epoch 7, shard 0, rewards train 0.9282592535018921, rewards val 0.9277519707207207
INFO: 01/21/2021 09:53:23 epoch 7, shard 1, rewards train 0.9310003519058228, rewards val 0.9499477155727155
INFO: 01/21/2021 09:57:08 epoch 8, shard 0, rewards train 0.9363723397254944, rewards val 0.9509079391891891
INFO: 01/21/2021 10:00:53 epoch 8, shard 1, rewards train 0.937421441078186, rewards val 0.946046492921493
INFO: 01/21/2021 10:04:38 epoch 9, shard 0, rewards train 0.9419654011726379, rewards val 0.9452873632561133
INFO: 01/21/2021 10:08:22 epoch 9, shard 1, rewards train 0.9410220384597778, rewards val 0.9505912162162162
INFO: 01/21/2021 10:12:06 epoch 10, shard 0, rewards train 0.9445228576660156, rewards val 0.9591377091377092
INFO: 01/21/2021 10:15:50 epoch 10, shard 1, rewards train 0.9408348798751831, rewards val 0.9438244047619048
INFO: 01/21/2021 10:19:34 epoch 11, shard 0, rewards train 0.9405153393745422, rewards val 0.9588159588159588
INFO: 01/21/2021 10:23:19 epoch 11, shard 1, rewards train 0.9509555697441101, rewards val 0.9606157496782497
INFO: 01/21/2021 10:27:03 epoch 12, shard 0, rewards train 0.9432783722877502, rewards val 0.9526976753539255
INFO: 01/21/2021 10:30:49 epoch 12, shard 1, rewards train 0.9526128172874451, rewards val 0.9530093709781209
INFO: 01/21/2021 10:34:33 epoch 13, shard 0, rewards train 0.9495598673820496, rewards val 0.9558598777348777
INFO: 01/21/2021 10:38:16 epoch 13, shard 1, rewards train 0.9527214765548706, rewards val 0.9631545608108109
INFO: 01/21/2021 10:42:01 epoch 14, shard 0, rewards train 0.9536747932434082, rewards val 0.9581875402187903
INFO: 01/21/2021 10:45:44 epoch 14, shard 1, rewards train 0.9538357257843018, rewards val 0.9615608912483912
INFO: 01/21/2021 10:49:30 epoch 15, shard 0, rewards train 0.9531031847000122, rewards val 0.9607062419562419
INFO: 01/21/2021 10:53:14 epoch 15, shard 1, rewards train 0.9554741382598877, rewards val 0.9588109314671815
INFO: 01/21/2021 10:56:59 epoch 16, shard 0, rewards train 0.9517325758934021, rewards val 0.9644214527027027
INFO: 01/21/2021 11:00:44 epoch 16, shard 1, rewards train 0.9561735987663269, rewards val 0.9548041344916345
INFO: 01/21/2021 11:04:29 epoch 17, shard 0, rewards train 0.9538336396217346, rewards val 0.9627272361647362
INFO: 01/21/2021 11:08:14 epoch 17, shard 1, rewards train 0.9538949131965637, rewards val 0.9629383848133849
INFO: 01/21/2021 11:11:57 epoch 18, shard 0, rewards train 0.9563989639282227, rewards val 0.9626266891891891
INFO: 01/21/2021 11:15:47 epoch 18, shard 1, rewards train 0.956075131893158, rewards val 0.9536528716216216
INFO: 01/21/2021 11:19:32 epoch 19, shard 0, rewards train 0.9582430124282837, rewards val 0.9588159588159588
INFO: 01/21/2021 11:23:18 epoch 19, shard 1, rewards train 0.9551964998245239, rewards val 0.968533824002574
INFO: 01/21/2021 11:27:03 epoch 20, shard 0, rewards train 0.9528757929801941, rewards val 0.9539545125482626
INFO: 01/21/2021 11:30:47 epoch 20, shard 1, rewards train 0.9555026292800903, rewards val 0.961671492921493
INFO: 01/21/2021 11:34:32 epoch 21, shard 0, rewards train 0.954258918762207, rewards val 0.9643058236808236
INFO: 01/21/2021 11:38:17 epoch 21, shard 1, rewards train 0.9600895643234253, rewards val 0.9639790460102959
INFO: 01/21/2021 11:42:00 epoch 22, shard 0, rewards train 0.9587632417678833, rewards val 0.9627272361647362
INFO: 01/21/2021 11:45:46 epoch 22, shard 1, rewards train 0.9559169411659241, rewards val 0.966211188867439
INFO: 01/21/2021 11:49:30 epoch 23, shard 0, rewards train 0.9549285769462585, rewards val 0.9638885537323038
INFO: 01/21/2021 11:53:16 epoch 23, shard 1, rewards train 0.9548225402832031, rewards val 0.9586048101673101
INFO: 01/21/2021 11:57:03 epoch 24, shard 0, rewards train 0.9583317637443542, rewards val 0.966211188867439
INFO: 01/21/2021 12:00:47 epoch 24, shard 1, rewards train 0.9584817886352539, rewards val 0.964527027027027
INFO: 01/21/2021 12:04:31 epoch 25, shard 0, rewards train 0.9587632417678833, rewards val 0.9693784185971687
INFO: 01/21/2021 12:08:15 epoch 25, shard 1, rewards train 0.9573869109153748, rewards val 0.9674831081081081
INFO: 01/21/2021 12:12:02 epoch 26, shard 0, rewards train 0.9586184024810791, rewards val 0.9682070463320464
INFO: 01/21/2021 12:15:46 epoch 26, shard 1, rewards train 0.9633447527885437, rewards val 0.9664223375160876
INFO: 01/21/2021 12:19:32 epoch 27, shard 0, rewards train 0.959713339805603, rewards val 0.9626216618404119
INFO: 01/21/2021 12:23:16 epoch 27, shard 1, rewards train 0.9603661298751831, rewards val 0.9678953507078507
INFO: 01/21/2021 12:27:03 epoch 28, shard 0, rewards train 0.9636397957801819, rewards val 0.9691622425997426
INFO: 01/21/2021 12:30:46 epoch 28, shard 1, rewards train 0.963808536529541, rewards val 0.9705397361647362
INFO: 01/21/2021 12:34:30 epoch 29, shard 0, rewards train 0.9620620012283325, rewards val 0.9687399453024452
INFO: 01/21/2021 12:38:16 epoch 29, shard 1, rewards train 0.9615196585655212, rewards val 0.9654570865508365
INFO: 01/21/2021 12:41:59 epoch 30, shard 0, rewards train 0.9570483565330505, rewards val 0.9607263513513513
INFO: 01/21/2021 12:45:44 epoch 30, shard 1, rewards train 0.9625554084777832, rewards val 0.9651504182754183
INFO: 01/21/2021 12:49:28 epoch 31, shard 0, rewards train 0.9618533253669739, rewards val 0.9629383848133849
INFO: 01/21/2021 12:53:13 epoch 31, shard 1, rewards train 0.9606119990348816, rewards val 0.9703285875160876
INFO: 01/21/2021 12:56:56 epoch 32, shard 0, rewards train 0.9651288390159607, rewards val 0.9677948037323038
INFO: 01/21/2021 01:00:40 epoch 32, shard 1, rewards train 0.9635717868804932, rewards val 0.9623099662162162
INFO: 01/21/2021 01:04:24 epoch 33, shard 0, rewards train 0.964546263217926, rewards val 0.9714899050836552
INFO: 01/21/2021 01:08:07 epoch 33, shard 1, rewards train 0.9676653146743774, rewards val 0.9711631274131275
INFO: 01/21/2021 01:11:53 epoch 34, shard 0, rewards train 0.9668452143669128, rewards val 0.9721283783783784
INFO: 01/21/2021 01:15:42 epoch 34, shard 1, rewards train 0.9642717838287354, rewards val 0.9604096283783784
INFO: 01/21/2021 01:19:26 epoch 35, shard 0, rewards train 0.9604126214981079, rewards val 0.9639991554054054
INFO: 01/21/2021 01:23:11 epoch 35, shard 1, rewards train 0.9607997536659241, rewards val 0.9532104649292148
INFO: 01/21/2021 01:26:57 epoch 36, shard 0, rewards train 0.9579579830169678, rewards val 0.9692728442728443
INFO: 01/21/2021 01:30:43 epoch 36, shard 1, rewards train 0.9637197256088257, rewards val 0.9682120736808236
INFO: 01/21/2021 01:34:26 epoch 37, shard 0, rewards train 0.9575623869895935, rewards val 0.9630389317889317
INFO: 01/21/2021 01:38:10 epoch 37, shard 1, rewards train 0.9623784422874451, rewards val 0.9671613577863578
INFO: 01/21/2021 01:41:55 epoch 38, shard 0, rewards train 0.9653359651565552, rewards val 0.9683226753539255
INFO: 01/21/2021 01:45:40 epoch 38, shard 1, rewards train 0.96586012840271, rewards val 0.9699113175675675
INFO: 01/21/2021 01:49:25 epoch 39, shard 0, rewards train 0.962643027305603, rewards val 0.9618776142213642
INFO: 01/21/2021 01:53:09 epoch 39, shard 1, rewards train 0.9661560654640198, rewards val 0.9693733912483912
INFO: 01/21/2021 01:56:54 epoch 40, shard 0, rewards train 0.965177059173584, rewards val 0.9708514317889317
INFO: 01/21/2021 02:00:39 epoch 40, shard 1, rewards train 0.9678627252578735, rewards val 0.9656883445945946
INFO: 01/21/2021 02:04:24 epoch 41, shard 0, rewards train 0.9622769951820374, rewards val 0.9606006676319175
INFO: 01/21/2021 02:08:09 epoch 41, shard 1, rewards train 0.9632855653762817, rewards val 0.9667390604890606
INFO: 01/21/2021 02:11:53 epoch 42, shard 0, rewards train 0.9659963250160217, rewards val 0.9651554456241958
INFO: 01/21/2021 02:15:38 epoch 42, shard 1, rewards train 0.9572782516479492, rewards val 0.9704391891891891
INFO: 01/21/2021 02:19:22 epoch 43, shard 0, rewards train 0.9659278392791748, rewards val 0.9704391891891891
INFO: 01/21/2021 02:23:06 epoch 43, shard 1, rewards train 0.9635125994682312, rewards val 0.972972972972973
INFO: 01/21/2021 02:26:49 epoch 44, shard 0, rewards train 0.9673482775688171, rewards val 0.9675836550836552
INFO: 01/21/2021 02:30:35 epoch 44, shard 1, rewards train 0.9677836894989014, rewards val 0.9712787564350065
INFO: 01/21/2021 02:34:21 epoch 45, shard 0, rewards train 0.9587663412094116, rewards val 0.9566944176319175
INFO: 01/21/2021 02:38:05 epoch 45, shard 1, rewards train 0.9658498764038086, rewards val 0.9676942567567568
