INFO: 01/15/2021 04:44:53 epoch 0, shard 0, rewards train 0.6472412943840027, rewards val 0.7315647120334621
INFO: 01/15/2021 04:48:55 epoch 0, shard 1, rewards train 0.7828097939491272, rewards val 0.8201717342342343
INFO: 01/15/2021 04:52:43 epoch 1, shard 0, rewards train 0.8171102404594421, rewards val 0.8567004504504505
INFO: 01/15/2021 04:56:29 epoch 1, shard 1, rewards train 0.8421740531921387, rewards val 0.8846977557915058
INFO: 01/15/2021 05:00:21 epoch 2, shard 0, rewards train 0.8585308194160461, rewards val 0.8967382561132561
INFO: 01/15/2021 05:04:10 epoch 2, shard 1, rewards train 0.872968852519989, rewards val 0.8924951737451738
INFO: 01/15/2021 05:07:58 epoch 3, shard 0, rewards train 0.8834292888641357, rewards val 0.901363416988417
INFO: 01/15/2021 05:11:45 epoch 3, shard 1, rewards train 0.8860198259353638, rewards val 0.9077029037966537
INFO: 01/15/2021 05:15:32 epoch 4, shard 0, rewards train 0.8950607776641846, rewards val 0.912679979086229
INFO: 01/15/2021 05:19:21 epoch 4, shard 1, rewards train 0.8960216641426086, rewards val 0.9147814108751607
INFO: 01/15/2021 05:23:09 epoch 5, shard 0, rewards train 0.8952367901802063, rewards val 0.9155053490990991
INFO: 01/15/2021 05:26:57 epoch 5, shard 1, rewards train 0.8987447619438171, rewards val 0.9211309523809524
INFO: 01/15/2021 05:30:45 epoch 6, shard 0, rewards train 0.9016397595405579, rewards val 0.9219654922779923
INFO: 01/15/2021 05:34:31 epoch 6, shard 1, rewards train 0.9105027318000793, rewards val 0.9281943774131275
INFO: 01/15/2021 05:38:22 epoch 7, shard 0, rewards train 0.9116031527519226, rewards val 0.9280988577863578
INFO: 01/15/2021 05:42:09 epoch 7, shard 1, rewards train 0.9095654487609863, rewards val 0.9224933638996139
INFO: 01/15/2021 05:45:58 epoch 8, shard 0, rewards train 0.9110705256462097, rewards val 0.9159377010939511
INFO: 01/15/2021 05:49:45 epoch 8, shard 1, rewards train 0.9134916067123413, rewards val 0.9212365267052768
INFO: 01/15/2021 05:53:31 epoch 9, shard 0, rewards train 0.9150234460830688, rewards val 0.9190999034749036
INFO: 01/15/2021 05:57:20 epoch 9, shard 1, rewards train 0.9130966663360596, rewards val 0.9242931547619048
INFO: 01/15/2021 06:01:09 epoch 10, shard 0, rewards train 0.9190201163291931, rewards val 0.935685127091377
INFO: 01/15/2021 06:04:57 epoch 10, shard 1, rewards train 0.9162927269935608, rewards val 0.9288378780566281
INFO: 01/15/2021 06:08:44 epoch 11, shard 0, rewards train 0.9216569662094116, rewards val 0.9393852557915058
INFO: 01/15/2021 06:12:33 epoch 11, shard 1, rewards train 0.913442075252533, rewards val 0.9206935730373229
INFO: 01/15/2021 06:16:22 epoch 12, shard 0, rewards train 0.9213407635688782, rewards val 0.9329401946589446
INFO: 01/15/2021 06:20:09 epoch 12, shard 1, rewards train 0.9284252524375916, rewards val 0.934961188867439
INFO: 01/15/2021 06:23:57 epoch 13, shard 0, rewards train 0.9244449138641357, rewards val 0.9372687419562419
INFO: 01/15/2021 06:27:53 epoch 13, shard 1, rewards train 0.9279813766479492, rewards val 0.9373893983268984
INFO: 01/15/2021 06:31:41 epoch 14, shard 0, rewards train 0.9249122142791748, rewards val 0.9385557432432432
INFO: 01/15/2021 06:35:39 epoch 14, shard 1, rewards train 0.9293926358222961, rewards val 0.9264800514800515
INFO: 01/15/2021 06:39:27 epoch 15, shard 0, rewards train 0.9306811690330505, rewards val 0.935353322072072
INFO: 01/15/2021 06:43:13 epoch 15, shard 1, rewards train 0.9331703186035156, rewards val 0.942140242921493
INFO: 01/15/2021 06:47:08 epoch 16, shard 0, rewards train 0.9297248721122742, rewards val 0.9297729649292148
INFO: 01/15/2021 06:50:57 epoch 16, shard 1, rewards train 0.9255854487419128, rewards val 0.9343126608751607
INFO: 01/15/2021 06:55:04 epoch 17, shard 0, rewards train 0.9268918037414551, rewards val 0.9432965331402831
INFO: 01/15/2021 06:58:54 epoch 17, shard 1, rewards train 0.9309895634651184, rewards val 0.9380027348777349
INFO: 01/15/2021 07:02:42 epoch 18, shard 0, rewards train 0.9326934814453125, rewards val 0.9406521476833977
INFO: 01/15/2021 07:06:30 epoch 18, shard 1, rewards train 0.9302696585655212, rewards val 0.9343176882239382
INFO: 01/15/2021 07:10:37 epoch 19, shard 0, rewards train 0.9319053888320923, rewards val 0.9407677767052768
INFO: 01/15/2021 07:14:27 epoch 19, shard 1, rewards train 0.9326171875, rewards val 0.9381233912483912
INFO: 01/15/2021 07:18:16 epoch 20, shard 0, rewards train 0.933796226978302, rewards val 0.9480574324324325
INFO: 01/15/2021 07:22:05 epoch 20, shard 1, rewards train 0.9362474083900452, rewards val 0.9403303973616473
INFO: 01/15/2021 07:26:07 epoch 21, shard 0, rewards train 0.9401415586471558, rewards val 0.9455085666023166
INFO: 01/15/2021 07:30:08 epoch 21, shard 1, rewards train 0.9362183809280396, rewards val 0.9370626206563707
INFO: 01/15/2021 07:34:29 epoch 22, shard 0, rewards train 0.9368551969528198, rewards val 0.9428591537966537
INFO: 01/15/2021 07:38:25 epoch 22, shard 1, rewards train 0.9342458248138428, rewards val 0.9437138030888031
INFO: 01/15/2021 07:42:14 epoch 23, shard 0, rewards train 0.9331576824188232, rewards val 0.9409588159588159
INFO: 01/15/2021 07:46:03 epoch 23, shard 1, rewards train 0.9358922839164734, rewards val 0.9407526946589446
INFO: 01/15/2021 07:50:09 epoch 24, shard 0, rewards train 0.9204716682434082, rewards val 0.9217342342342342
INFO: 01/15/2021 07:53:57 epoch 24, shard 1, rewards train 0.9256337881088257, rewards val 0.9388473294723294
INFO: 01/15/2021 07:57:46 epoch 25, shard 0, rewards train 0.9301080703735352, rewards val 0.9390584781209781
INFO: 01/15/2021 08:02:00 epoch 25, shard 1, rewards train 0.9359320998191833, rewards val 0.9420396959459459
INFO: 01/15/2021 08:05:48 epoch 26, shard 0, rewards train 0.9395372271537781, rewards val 0.9463632158944659
INFO: 01/15/2021 08:09:49 epoch 26, shard 1, rewards train 0.9356361627578735, rewards val 0.9491081483268984
INFO: 01/15/2021 08:13:43 epoch 27, shard 0, rewards train 0.9390466213226318, rewards val 0.9486808236808236
INFO: 01/15/2021 08:17:32 epoch 27, shard 1, rewards train 0.941406786441803, rewards val 0.9489925193050194
INFO: 01/15/2021 08:21:33 epoch 28, shard 0, rewards train 0.9354456067085266, rewards val 0.9384300595238094
INFO: 01/15/2021 08:25:21 epoch 28, shard 1, rewards train 0.9315723180770874, rewards val 0.949520390926641
INFO: 01/15/2021 08:29:14 epoch 29, shard 0, rewards train 0.9406057000160217, rewards val 0.9464687902187903
INFO: 01/15/2021 08:33:09 epoch 29, shard 1, rewards train 0.9349356293678284, rewards val 0.9488819176319175
