INFO: 01/22/2021 08:18:43 epoch 0, shard 0, rewards train 0.47218528389930725, rewards val 0.5848496835443038
INFO: 01/22/2021 08:21:52 epoch 0, shard 1, rewards train 0.6411236524581909, rewards val 0.752373417721519
INFO: 01/22/2021 08:24:45 epoch 1, shard 0, rewards train 0.7571476101875305, rewards val 0.8302017405063291
INFO: 01/22/2021 08:27:39 epoch 1, shard 1, rewards train 0.815076470375061, rewards val 0.870253164556962
INFO: 01/22/2021 08:30:33 epoch 2, shard 0, rewards train 0.8407302498817444, rewards val 0.8753955696202531
INFO: 01/22/2021 08:33:26 epoch 2, shard 1, rewards train 0.8605939745903015, rewards val 0.8737143987341772
INFO: 01/22/2021 08:36:20 epoch 3, shard 0, rewards train 0.8645279407501221, rewards val 0.8896360759493671
INFO: 01/22/2021 08:39:15 epoch 3, shard 1, rewards train 0.87178635597229, rewards val 0.887559335443038
INFO: 01/22/2021 08:42:09 epoch 4, shard 0, rewards train 0.8758864998817444, rewards val 0.9089200949367089
INFO: 01/22/2021 08:45:03 epoch 4, shard 1, rewards train 0.883366584777832, rewards val 0.9081289556962026
INFO: 01/22/2021 08:47:58 epoch 5, shard 0, rewards train 0.8930075168609619, rewards val 0.8992286392405063
INFO: 01/22/2021 08:50:52 epoch 5, shard 1, rewards train 0.8914006948471069, rewards val 0.9170292721518988
INFO: 01/22/2021 08:53:47 epoch 6, shard 0, rewards train 0.8939494490623474, rewards val 0.9024920886075949
INFO: 01/22/2021 08:56:41 epoch 6, shard 1, rewards train 0.90303635597229, rewards val 0.9141613924050633
INFO: 01/22/2021 08:59:36 epoch 7, shard 0, rewards train 0.9058067202568054, rewards val 0.9120846518987342
INFO: 01/22/2021 09:02:30 epoch 7, shard 1, rewards train 0.9082169532775879, rewards val 0.918809335443038
INFO: 01/22/2021 09:05:25 epoch 8, shard 0, rewards train 0.9027870297431946, rewards val 0.9178204113924051
INFO: 01/22/2021 09:08:19 epoch 8, shard 1, rewards train 0.9023714661598206, rewards val 0.9228639240506329
INFO: 01/22/2021 09:11:14 epoch 9, shard 0, rewards train 0.9075244069099426, rewards val 0.9178204113924051
INFO: 01/22/2021 09:14:08 epoch 9, shard 1, rewards train 0.904366135597229, rewards val 0.9059533227848101
INFO: 01/22/2021 09:17:02 epoch 10, shard 0, rewards train 0.9047262668609619, rewards val 0.9129746835443038
INFO: 01/22/2021 09:19:57 epoch 10, shard 1, rewards train 0.9123448729515076, rewards val 0.9151503164556962
INFO: 01/22/2021 09:22:51 epoch 11, shard 0, rewards train 0.910571813583374, rewards val 0.9301819620253164
INFO: 01/22/2021 09:25:46 epoch 11, shard 1, rewards train 0.9110704660415649, rewards val 0.9251384493670886
INFO: 01/22/2021 09:28:41 epoch 12, shard 0, rewards train 0.9145888686180115, rewards val 0.9304786392405063
INFO: 01/22/2021 09:31:35 epoch 12, shard 1, rewards train 0.9166943430900574, rewards val 0.928995253164557
INFO: 01/22/2021 09:34:30 epoch 13, shard 0, rewards train 0.9015680551528931, rewards val 0.8983386075949367
INFO: 01/22/2021 09:37:24 epoch 13, shard 1, rewards train 0.9145334959030151, rewards val 0.9163370253164557
INFO: 01/22/2021 09:40:18 epoch 14, shard 0, rewards train 0.8977726101875305, rewards val 0.9111946202531646
INFO: 01/22/2021 09:43:12 epoch 14, shard 1, rewards train 0.9035072922706604, rewards val 0.9130735759493671
INFO: 01/22/2021 09:46:06 epoch 15, shard 0, rewards train 0.908549427986145, rewards val 0.9197982594936709
INFO: 01/22/2021 09:48:59 epoch 15, shard 1, rewards train 0.902897834777832, rewards val 0.9125791139240507
INFO: 01/22/2021 09:51:53 epoch 16, shard 0, rewards train 0.9073304533958435, rewards val 0.9121835443037974
INFO: 01/22/2021 09:54:46 epoch 16, shard 1, rewards train 0.9137023687362671, rewards val 0.9299841772151899
INFO: 01/22/2021 09:57:41 epoch 17, shard 0, rewards train 0.9191877245903015, rewards val 0.906942246835443
INFO: 01/22/2021 10:00:34 epoch 17, shard 1, rewards train 0.913231372833252, rewards val 0.9262262658227848
INFO: 01/22/2021 10:03:28 epoch 18, shard 0, rewards train 0.9234263896942139, rewards val 0.9208860759493671
INFO: 01/22/2021 10:06:22 epoch 18, shard 1, rewards train 0.9244237542152405, rewards val 0.9337420886075949
INFO: 01/22/2021 10:09:20 epoch 19, shard 0, rewards train 0.9236480593681335, rewards val 0.9409612341772152
INFO: 01/22/2021 10:12:14 epoch 19, shard 1, rewards train 0.9296320676803589, rewards val 0.9465981012658228
INFO: 01/22/2021 10:15:08 epoch 20, shard 0, rewards train 0.9147828221321106, rewards val 0.9229628164556962
INFO: 01/22/2021 10:18:02 epoch 20, shard 1, rewards train 0.9158909320831299, rewards val 0.9281052215189873
INFO: 01/22/2021 10:20:56 epoch 21, shard 0, rewards train 0.9229554533958435, rewards val 0.939873417721519
INFO: 01/22/2021 10:23:49 epoch 21, shard 1, rewards train 0.9210161566734314, rewards val 0.9331487341772152
INFO: 01/22/2021 10:26:42 epoch 22, shard 0, rewards train 0.926196813583374, rewards val 0.9330498417721519
INFO: 01/22/2021 10:29:36 epoch 22, shard 1, rewards train 0.9238696694374084, rewards val 0.9339398734177216
INFO: 01/22/2021 10:32:29 epoch 23, shard 0, rewards train 0.9281637668609619, rewards val 0.9379944620253164
INFO: 01/22/2021 10:35:23 epoch 23, shard 1, rewards train 0.9327349066734314, rewards val 0.9286985759493671
INFO: 01/22/2021 10:38:17 epoch 24, shard 0, rewards train 0.92578125, rewards val 0.9131724683544303
INFO: 01/22/2021 10:41:10 epoch 24, shard 1, rewards train 0.9268062710762024, rewards val 0.940565664556962
INFO: 01/22/2021 10:44:03 epoch 25, shard 0, rewards train 0.934785008430481, rewards val 0.9400712025316456
INFO: 01/22/2021 10:46:56 epoch 25, shard 1, rewards train 0.930103063583374, rewards val 0.9288963607594937
INFO: 01/22/2021 10:49:50 epoch 26, shard 0, rewards train 0.9290226101875305, rewards val 0.9324564873417721
INFO: 01/22/2021 10:52:43 epoch 26, shard 1, rewards train 0.929410457611084, rewards val 0.9339398734177216
INFO: 01/22/2021 10:55:36 epoch 27, shard 0, rewards train 0.9319592118263245, rewards val 0.9409612341772152
INFO: 01/22/2021 10:58:30 epoch 27, shard 1, rewards train 0.9291056990623474, rewards val 0.9388844936708861
INFO: 01/22/2021 11:01:23 epoch 28, shard 0, rewards train 0.9325687289237976, rewards val 0.9414556962025317
INFO: 01/22/2021 11:04:18 epoch 28, shard 1, rewards train 0.9295766949653625, rewards val 0.9385878164556962
INFO: 01/22/2021 11:07:12 epoch 29, shard 0, rewards train 0.9323747754096985, rewards val 0.9424446202531646
INFO: 01/22/2021 11:10:06 epoch 29, shard 1, rewards train 0.9346187710762024, rewards val 0.9335443037974683
INFO: 01/22/2021 11:12:58 epoch 30, shard 0, rewards train 0.9340924024581909, rewards val 0.934434335443038
