INFO: 01/16/2021 01:44:27 epoch 0, shard 0, rewards train 0.506621241569519, rewards val 0.6232199367088608
INFO: 01/16/2021 01:49:16 epoch 0, shard 1, rewards train 0.6509308218955994, rewards val 0.7127175632911392
INFO: 01/16/2021 01:54:02 epoch 1, shard 0, rewards train 0.7083333134651184, rewards val 0.7378362341772152
INFO: 01/16/2021 01:58:48 epoch 1, shard 1, rewards train 0.7457059025764465, rewards val 0.7769976265822784
INFO: 01/16/2021 02:03:34 epoch 2, shard 0, rewards train 0.757258415222168, rewards val 0.8153678797468354
INFO: 01/16/2021 02:08:20 epoch 2, shard 1, rewards train 0.7808067202568054, rewards val 0.8294106012658228
INFO: 01/16/2021 02:13:07 epoch 3, shard 0, rewards train 0.8103113770484924, rewards val 0.8691653481012658
INFO: 01/16/2021 02:17:53 epoch 3, shard 1, rewards train 0.833361029624939, rewards val 0.8732199367088608
INFO: 01/16/2021 02:22:40 epoch 4, shard 0, rewards train 0.8356881737709045, rewards val 0.8680775316455697
INFO: 01/16/2021 02:27:27 epoch 4, shard 1, rewards train 0.8457446694374084, rewards val 0.8704509493670886
INFO: 01/16/2021 04:17:47 epoch 0, shard 0, rewards train 0.5442154407501221, rewards val 0.6527887658227848
INFO: 01/16/2021 04:21:59 epoch 0, shard 1, rewards train 0.677803635597229, rewards val 0.736748417721519
INFO: 01/16/2021 04:25:57 epoch 1, shard 0, rewards train 0.7255651354789734, rewards val 0.7646360759493671
INFO: 01/16/2021 04:29:56 epoch 1, shard 1, rewards train 0.7634086608886719, rewards val 0.8147745253164557
INFO: 01/16/2021 04:33:54 epoch 2, shard 0, rewards train 0.79296875, rewards val 0.8197191455696202
INFO: 01/16/2021 04:37:51 epoch 2, shard 1, rewards train 0.8011690974235535, rewards val 0.8343552215189873
INFO: 01/16/2021 04:41:49 epoch 3, shard 0, rewards train 0.8069314956665039, rewards val 0.842068829113924
INFO: 01/16/2021 04:45:45 epoch 3, shard 1, rewards train 0.823941707611084, rewards val 0.8633306962025317
INFO: 01/16/2021 04:49:44 epoch 4, shard 0, rewards train 0.8375997543334961, rewards val 0.8813291139240507
INFO: 01/16/2021 04:53:40 epoch 4, shard 1, rewards train 0.8595689535140991, rewards val 0.8873615506329114
INFO: 01/16/2021 04:57:40 epoch 5, shard 0, rewards train 0.85868239402771, rewards val 0.8824169303797469
INFO: 01/16/2021 05:01:37 epoch 5, shard 1, rewards train 0.8679354786872864, rewards val 0.8831091772151899
INFO: 01/16/2021 05:05:36 epoch 6, shard 0, rewards train 0.866633415222168, rewards val 0.8682753164556962
INFO: 01/16/2021 05:09:34 epoch 6, shard 1, rewards train 0.8703734278678894, rewards val 0.8961629746835443
INFO: 01/16/2021 05:13:33 epoch 7, shard 0, rewards train 0.8756094574928284, rewards val 0.8943829113924051
INFO: 01/16/2021 05:17:32 epoch 7, shard 1, rewards train 0.8764960169792175, rewards val 0.8989319620253164
INFO: 01/16/2021 05:21:30 epoch 8, shard 0, rewards train 0.8808732032775879, rewards val 0.8983386075949367
INFO: 01/16/2021 05:25:28 epoch 8, shard 1, rewards train 0.8823415040969849, rewards val 0.9016020569620253
INFO: 01/16/2021 05:29:24 epoch 9, shard 0, rewards train 0.8835604786872864, rewards val 0.9049643987341772
INFO: 01/16/2021 05:33:21 epoch 9, shard 1, rewards train 0.887688398361206, rewards val 0.9126780063291139
INFO: 01/16/2021 05:37:19 epoch 10, shard 0, rewards train 0.890902042388916, rewards val 0.9131724683544303
INFO: 01/16/2021 05:41:18 epoch 10, shard 1, rewards train 0.8981050252914429, rewards val 0.9102056962025317
INFO: 01/16/2021 05:45:17 epoch 11, shard 0, rewards train 0.8961657881736755, rewards val 0.9185126582278481
INFO: 01/16/2021 05:49:15 epoch 11, shard 1, rewards train 0.8986314535140991, rewards val 0.9125791139240507
INFO: 01/16/2021 05:53:14 epoch 12, shard 0, rewards train 0.8976340889930725, rewards val 0.908623417721519
INFO: 01/16/2021 05:57:12 epoch 12, shard 1, rewards train 0.8980496525764465, rewards val 0.9186115506329114
INFO: 01/16/2021 06:01:15 epoch 13, shard 0, rewards train 0.9006814956665039, rewards val 0.9181170886075949
INFO: 01/16/2021 06:05:13 epoch 13, shard 1, rewards train 0.9064162373542786, rewards val 0.913370253164557
INFO: 01/16/2021 06:09:10 epoch 14, shard 0, rewards train 0.9028424024581909, rewards val 0.9141613924050633
INFO: 01/16/2021 06:13:08 epoch 14, shard 1, rewards train 0.9061945676803589, rewards val 0.9192049050632911
INFO: 01/16/2021 06:17:07 epoch 15, shard 0, rewards train 0.9073858857154846, rewards val 0.9193037974683544
INFO: 01/16/2021 06:21:12 epoch 15, shard 1, rewards train 0.9067209959030151, rewards val 0.9236550632911392
INFO: 01/16/2021 06:25:10 epoch 16, shard 0, rewards train 0.9101285338401794, rewards val 0.918809335443038
INFO: 01/16/2021 06:29:40 epoch 16, shard 1, rewards train 0.906111478805542, rewards val 0.9134691455696202
INFO: 01/16/2021 06:33:45 epoch 17, shard 0, rewards train 0.9061945676803589, rewards val 0.9073378164556962
INFO: 01/16/2021 06:37:44 epoch 17, shard 1, rewards train 0.9048925042152405, rewards val 0.9139636075949367
