INFO: 01/16/2021 09:53:09 epoch 0, shard 0, rewards train 0.533133864402771, rewards val 0.6819620253164557
INFO: 01/16/2021 09:58:29 epoch 0, shard 1, rewards train 0.6604055762290955, rewards val 0.7021360759493671
INFO: 01/16/2021 10:03:22 epoch 1, shard 0, rewards train 0.6942320466041565, rewards val 0.7449564873417721
INFO: 01/16/2021 10:08:14 epoch 1, shard 1, rewards train 0.7313275933265686, rewards val 0.7718552215189873
INFO: 01/16/2021 10:13:23 epoch 2, shard 0, rewards train 0.7560117244720459, rewards val 0.7837223101265823
INFO: 01/16/2021 10:18:15 epoch 2, shard 1, rewards train 0.7736591100692749, rewards val 0.7964794303797469
INFO: 01/16/2021 10:23:05 epoch 3, shard 0, rewards train 0.7788397669792175, rewards val 0.8117088607594937
INFO: 01/16/2021 10:27:56 epoch 3, shard 1, rewards train 0.7890347838401794, rewards val 0.8152689873417721
INFO: 01/16/2021 10:32:48 epoch 4, shard 0, rewards train 0.7954620718955994, rewards val 0.8187302215189873
INFO: 01/16/2021 10:37:39 epoch 4, shard 1, rewards train 0.8059895634651184, rewards val 0.8197191455696202
INFO: 01/16/2021 10:42:30 epoch 5, shard 0, rewards train 0.8017231822013855, rewards val 0.8164556962025317
INFO: 01/16/2021 10:47:22 epoch 5, shard 1, rewards train 0.811170220375061, rewards val 0.8284216772151899
INFO: 01/16/2021 10:52:13 epoch 6, shard 0, rewards train 0.808732271194458, rewards val 0.8249604430379747
INFO: 01/16/2021 10:57:03 epoch 6, shard 1, rewards train 0.8124169111251831, rewards val 0.8227848101265823
INFO: 01/16/2021 11:02:06 epoch 7, shard 0, rewards train 0.8113918304443359, rewards val 0.8296083860759493
INFO: 01/16/2021 11:06:57 epoch 7, shard 1, rewards train 0.8174036145210266, rewards val 0.8290150316455697
INFO: 01/16/2021 11:11:49 epoch 8, shard 0, rewards train 0.8151041865348816, rewards val 0.819620253164557
INFO: 01/16/2021 11:16:41 epoch 8, shard 1, rewards train 0.819259762763977, rewards val 0.8330696202531646
INFO: 01/16/2021 11:21:34 epoch 9, shard 0, rewards train 0.8179853558540344, rewards val 0.8217958860759493
INFO: 01/16/2021 11:26:26 epoch 9, shard 1, rewards train 0.8205341100692749, rewards val 0.8301028481012658
INFO: 01/16/2021 11:31:23 epoch 10, shard 0, rewards train 0.8207557797431946, rewards val 0.8321795886075949
INFO: 01/16/2021 11:36:17 epoch 10, shard 1, rewards train 0.823249101638794, rewards val 0.8356408227848101
INFO: 01/16/2021 11:41:08 epoch 11, shard 0, rewards train 0.8156305551528931, rewards val 0.8307950949367089
INFO: 01/16/2021 11:46:00 epoch 11, shard 1, rewards train 0.8231937289237976, rewards val 0.8315862341772152
INFO: 01/16/2021 11:50:50 epoch 12, shard 0, rewards train 0.8164339661598206, rewards val 0.8320806962025317
INFO: 01/16/2021 11:55:41 epoch 12, shard 1, rewards train 0.825049877166748, rewards val 0.8211036392405063
INFO: 01/17/2021 12:00:32 epoch 13, shard 0, rewards train 0.8171542286872864, rewards val 0.8240704113924051
INFO: 01/17/2021 12:05:24 epoch 13, shard 1, rewards train 0.821642279624939, rewards val 0.8333662974683544
INFO: 01/17/2021 12:10:16 epoch 14, shard 0, rewards train 0.8200908899307251, rewards val 0.8280261075949367
INFO: 01/17/2021 12:15:13 epoch 14, shard 1, rewards train 0.8199246525764465, rewards val 0.8365308544303798
INFO: 01/17/2021 12:20:10 epoch 15, shard 0, rewards train 0.8229166865348816, rewards val 0.8418710443037974
INFO: 01/17/2021 12:25:01 epoch 15, shard 1, rewards train 0.8239694237709045, rewards val 0.8254549050632911
INFO: 01/17/2021 12:29:52 epoch 16, shard 0, rewards train 0.8189550042152405, rewards val 0.8321795886075949
INFO: 01/17/2021 12:34:44 epoch 16, shard 1, rewards train 0.817458987236023, rewards val 0.8336629746835443
INFO: 01/17/2021 12:39:35 epoch 17, shard 0, rewards train 0.8233599066734314, rewards val 0.8348496835443038
INFO: 01/17/2021 12:44:25 epoch 17, shard 1, rewards train 0.8249667286872864, rewards val 0.8400909810126582
INFO: 01/17/2021 12:49:16 epoch 18, shard 0, rewards train 0.8144946694374084, rewards val 0.8374208860759493
INFO: 01/17/2021 12:54:06 epoch 18, shard 1, rewards train 0.8221686482429504, rewards val 0.8255537974683544
INFO: 01/17/2021 12:59:08 epoch 19, shard 0, rewards train 0.823027491569519, rewards val 0.8310917721518988
INFO: 01/17/2021 01:04:11 epoch 19, shard 1, rewards train 0.8280695676803589, rewards val 0.8249604430379747
INFO: 01/17/2021 01:09:03 epoch 20, shard 0, rewards train 0.8206726312637329, rewards val 0.827432753164557
INFO: 01/17/2021 01:13:55 epoch 20, shard 1, rewards train 0.824495792388916, rewards val 0.8347507911392406
INFO: 01/17/2021 01:18:47 epoch 21, shard 0, rewards train 0.8298980593681335, rewards val 0.8415743670886076
INFO: 01/17/2021 01:23:38 epoch 21, shard 1, rewards train 0.8238309025764465, rewards val 0.8280261075949367
INFO: 01/17/2021 01:28:30 epoch 22, shard 0, rewards train 0.8243295550346375, rewards val 0.8410799050632911
INFO: 01/17/2021 01:33:22 epoch 22, shard 1, rewards train 0.8274878263473511, rewards val 0.8392009493670886
INFO: 01/17/2021 01:38:21 epoch 23, shard 0, rewards train 0.8225842118263245, rewards val 0.8268393987341772
INFO: 01/17/2021 01:43:12 epoch 23, shard 1, rewards train 0.825825572013855, rewards val 0.8348496835443038
INFO: 01/17/2021 01:48:03 epoch 24, shard 0, rewards train 0.8279587626457214, rewards val 0.837618670886076
INFO: 01/17/2021 01:52:54 epoch 24, shard 1, rewards train 0.8321420550346375, rewards val 0.8357397151898734
INFO: 01/17/2021 01:57:47 epoch 25, shard 0, rewards train 0.8152703642845154, rewards val 0.8302017405063291
INFO: 01/17/2021 02:02:38 epoch 25, shard 1, rewards train 0.8283189535140991, rewards val 0.8337618670886076
INFO: 01/17/2021 02:07:30 epoch 26, shard 0, rewards train 0.8261857032775879, rewards val 0.8349485759493671
INFO: 01/17/2021 02:12:28 epoch 26, shard 1, rewards train 0.8216977119445801, rewards val 0.8299050632911392
INFO: 01/17/2021 02:17:30 epoch 27, shard 0, rewards train 0.8220301270484924, rewards val 0.8306962025316456
INFO: 01/17/2021 02:22:33 epoch 27, shard 1, rewards train 0.8261303305625916, rewards val 0.8331685126582279
INFO: 01/17/2021 02:27:24 epoch 28, shard 0, rewards train 0.8264627456665039, rewards val 0.8373219936708861
INFO: 01/17/2021 02:32:14 epoch 28, shard 1, rewards train 0.8289006948471069, rewards val 0.8417721518987342
INFO: 01/17/2021 02:37:19 epoch 29, shard 0, rewards train 0.827155351638794, rewards val 0.8321795886075949
INFO: 01/17/2021 02:42:12 epoch 29, shard 1, rewards train 0.8316434025764465, rewards val 0.8422666139240507
INFO: 01/17/2021 02:47:03 epoch 30, shard 0, rewards train 0.8292885422706604, rewards val 0.842068829113924
INFO: 01/17/2021 02:52:01 epoch 30, shard 1, rewards train 0.8299534320831299, rewards val 0.848496835443038
INFO: 01/17/2021 02:56:53 epoch 31, shard 0, rewards train 0.8311170339584351, rewards val 0.831190664556962
INFO: 01/17/2021 03:01:46 epoch 31, shard 1, rewards train 0.8368239998817444, rewards val 0.8558148734177216
INFO: 01/17/2021 03:06:38 epoch 32, shard 0, rewards train 0.8356881737709045, rewards val 0.8435522151898734
INFO: 01/17/2021 03:11:31 epoch 32, shard 1, rewards train 0.8407579660415649, rewards val 0.8631329113924051
INFO: 01/17/2021 03:16:29 epoch 33, shard 0, rewards train 0.8453845381736755, rewards val 0.8613528481012658
INFO: 01/17/2021 03:21:21 epoch 33, shard 1, rewards train 0.8396221399307251, rewards val 0.857693829113924
INFO: 01/17/2021 03:26:12 epoch 34, shard 0, rewards train 0.8472129702568054, rewards val 0.8629351265822784
INFO: 01/17/2021 03:31:03 epoch 34, shard 1, rewards train 0.8458278179168701, rewards val 0.8683742088607594
INFO: 01/17/2021 03:35:56 epoch 35, shard 0, rewards train 0.8461602330207825, rewards val 0.8660996835443038
INFO: 01/17/2021 03:40:48 epoch 35, shard 1, rewards train 0.847933292388916, rewards val 0.8556170886075949
INFO: 01/17/2021 03:45:40 epoch 36, shard 0, rewards train 0.8434452414512634, rewards val 0.856309335443038
INFO: 01/17/2021 03:50:37 epoch 36, shard 1, rewards train 0.8559120297431946, rewards val 0.865506329113924
INFO: 01/17/2021 03:55:38 epoch 37, shard 0, rewards train 0.8593472838401794, rewards val 0.8808346518987342
INFO: 01/17/2021 04:00:41 epoch 37, shard 1, rewards train 0.862311601638794, rewards val 0.8795490506329114
INFO: 01/17/2021 04:05:31 epoch 38, shard 0, rewards train 0.8656361103057861, rewards val 0.8789556962025317
INFO: 01/17/2021 04:10:32 epoch 38, shard 1, rewards train 0.8671320676803589, rewards val 0.8803401898734177
INFO: 01/17/2021 04:15:30 epoch 39, shard 0, rewards train 0.8667165040969849, rewards val 0.8870648734177216
INFO: 01/17/2021 04:20:30 epoch 39, shard 1, rewards train 0.8730607032775879, rewards val 0.8831091772151899
INFO: 01/17/2021 04:25:28 epoch 40, shard 0, rewards train 0.8701795339584351, rewards val 0.8826147151898734
INFO: 01/17/2021 04:30:20 epoch 40, shard 1, rewards train 0.878767728805542, rewards val 0.8951740506329114
INFO: 01/17/2021 04:35:11 epoch 41, shard 0, rewards train 0.8748060464859009, rewards val 0.893690664556962
INFO: 01/17/2021 04:40:03 epoch 41, shard 1, rewards train 0.8828955888748169, rewards val 0.895371835443038
INFO: 01/17/2021 04:44:57 epoch 42, shard 0, rewards train 0.8777427077293396, rewards val 0.890625
INFO: 01/17/2021 04:49:52 epoch 42, shard 1, rewards train 0.8881593346595764, rewards val 0.9036787974683544
INFO: 01/17/2021 04:54:55 epoch 43, shard 0, rewards train 0.8887688517570496, rewards val 0.8988330696202531
INFO: 01/17/2021 04:59:58 epoch 43, shard 1, rewards train 0.8854997754096985, rewards val 0.9029865506329114
INFO: 01/17/2021 05:04:49 epoch 44, shard 0, rewards train 0.8893505930900574, rewards val 0.9016020569620253
INFO: 01/17/2021 05:09:39 epoch 44, shard 1, rewards train 0.886303186416626, rewards val 0.8951740506329114
INFO: 01/17/2021 05:14:41 epoch 45, shard 0, rewards train 0.8917054533958435, rewards val 0.9051621835443038
INFO: 01/17/2021 05:19:32 epoch 45, shard 1, rewards train 0.8841699957847595, rewards val 0.8949762658227848
INFO: 01/17/2021 05:24:33 epoch 46, shard 0, rewards train 0.8909297585487366, rewards val 0.9058544303797469
INFO: 01/17/2021 05:29:36 epoch 46, shard 1, rewards train 0.8814272880554199, rewards val 0.8863726265822784
INFO: 01/17/2021 05:34:28 epoch 47, shard 0, rewards train 0.890209436416626, rewards val 0.8973496835443038
INFO: 01/17/2021 05:39:21 epoch 47, shard 1, rewards train 0.8810117244720459, rewards val 0.906942246835443
INFO: 01/17/2021 05:44:14 epoch 48, shard 0, rewards train 0.8929521441459656, rewards val 0.9068433544303798
INFO: 01/17/2021 05:49:05 epoch 48, shard 1, rewards train 0.8853612542152405, rewards val 0.8925039556962026
INFO: 01/17/2021 05:54:03 epoch 49, shard 0, rewards train 0.886164665222168, rewards val 0.8894382911392406
INFO: 01/17/2021 05:58:55 epoch 49, shard 1, rewards train 0.8971630930900574, rewards val 0.9011075949367089
INFO: 01/17/2021 06:03:46 epoch 50, shard 0, rewards train 0.8924811482429504, rewards val 0.9117879746835443
INFO: 01/17/2021 06:08:38 epoch 50, shard 1, rewards train 0.8932845592498779, rewards val 0.9117879746835443
INFO: 01/17/2021 06:13:40 epoch 51, shard 0, rewards train 0.8925365805625916, rewards val 0.9155458860759493
INFO: 01/17/2021 06:18:33 epoch 51, shard 1, rewards train 0.8960826396942139, rewards val 0.903184335443038
INFO: 01/17/2021 06:23:26 epoch 52, shard 0, rewards train 0.9035904407501221, rewards val 0.927314082278481
INFO: 01/17/2021 06:28:23 epoch 52, shard 1, rewards train 0.904227614402771, rewards val 0.9097112341772152
INFO: 01/17/2021 06:33:15 epoch 53, shard 0, rewards train 0.9013187289237976, rewards val 0.9098101265822784
INFO: 01/17/2021 06:38:07 epoch 53, shard 1, rewards train 0.9015403389930725, rewards val 0.9240506329113924
INFO: 01/17/2021 06:43:01 epoch 54, shard 0, rewards train 0.9013463854789734, rewards val 0.9106012658227848
INFO: 01/17/2021 06:48:00 epoch 54, shard 1, rewards train 0.9046154618263245, rewards val 0.9222705696202531
INFO: 01/17/2021 06:52:51 epoch 55, shard 0, rewards train 0.9083831906318665, rewards val 0.9163370253164557
INFO: 01/17/2021 06:57:44 epoch 55, shard 1, rewards train 0.9031194448471069, rewards val 0.9158425632911392
INFO: 01/17/2021 07:02:37 epoch 56, shard 0, rewards train 0.9032579660415649, rewards val 0.9149525316455697
INFO: 01/17/2021 07:07:34 epoch 56, shard 1, rewards train 0.9083831906318665, rewards val 0.9186115506329114
INFO: 01/17/2021 07:12:27 epoch 57, shard 0, rewards train 0.9089927077293396, rewards val 0.9206882911392406
INFO: 01/17/2021 07:17:20 epoch 57, shard 1, rewards train 0.9073858857154846, rewards val 0.9185126582278481
INFO: 01/17/2021 07:22:12 epoch 58, shard 0, rewards train 0.9021775126457214, rewards val 0.8995253164556962
INFO: 01/17/2021 07:27:12 epoch 58, shard 1, rewards train 0.9087710380554199, rewards val 0.9224683544303798
INFO: 01/17/2021 07:32:03 epoch 59, shard 0, rewards train 0.9064716100692749, rewards val 0.923556170886076
INFO: 01/17/2021 07:36:58 epoch 59, shard 1, rewards train 0.9148659110069275, rewards val 0.9126780063291139
INFO: 01/17/2021 07:41:57 epoch 60, shard 0, rewards train 0.9053911566734314, rewards val 0.9183148734177216
INFO: 01/17/2021 07:46:49 epoch 60, shard 1, rewards train 0.9111536145210266, rewards val 0.9105023734177216
INFO: 01/17/2021 07:51:38 epoch 61, shard 0, rewards train 0.9090480804443359, rewards val 0.9248417721518988
INFO: 01/17/2021 07:56:34 epoch 61, shard 1, rewards train 0.917830228805542, rewards val 0.924248417721519
INFO: 01/17/2021 08:01:31 epoch 62, shard 0, rewards train 0.9163342118263245, rewards val 0.9287974683544303
INFO: 01/17/2021 08:06:24 epoch 62, shard 1, rewards train 0.9136746525764465, rewards val 0.9291930379746836
INFO: 01/17/2021 08:11:20 epoch 63, shard 0, rewards train 0.9138685464859009, rewards val 0.9322587025316456
INFO: 01/17/2021 08:16:23 epoch 63, shard 1, rewards train 0.9122063517570496, rewards val 0.9241495253164557
INFO: 01/17/2021 08:21:15 epoch 64, shard 0, rewards train 0.9091588854789734, rewards val 0.922567246835443
INFO: 01/17/2021 08:26:07 epoch 64, shard 1, rewards train 0.9122894406318665, rewards val 0.9304786392405063
INFO: 01/17/2021 08:30:58 epoch 65, shard 0, rewards train 0.9155585169792175, rewards val 0.9296875
INFO: 01/17/2021 08:35:50 epoch 65, shard 1, rewards train 0.9178579449653625, rewards val 0.9294897151898734
INFO: 01/17/2021 08:40:43 epoch 66, shard 0, rewards train 0.911763072013855, rewards val 0.9215783227848101
INFO: 01/17/2021 08:45:36 epoch 66, shard 1, rewards train 0.9103224873542786, rewards val 0.9245450949367089
INFO: 01/17/2021 08:50:29 epoch 67, shard 0, rewards train 0.9174423813819885, rewards val 0.9254351265822784
INFO: 01/17/2021 08:55:23 epoch 67, shard 1, rewards train 0.9171653389930725, rewards val 0.918809335443038
INFO: 01/17/2021 09:00:14 epoch 68, shard 0, rewards train 0.9109319448471069, rewards val 0.9220727848101266
INFO: 01/17/2021 09:05:04 epoch 68, shard 1, rewards train 0.9119846820831299, rewards val 0.916435917721519
INFO: 01/17/2021 09:09:55 epoch 69, shard 0, rewards train 0.909325122833252, rewards val 0.9207871835443038
INFO: 01/17/2021 09:14:47 epoch 69, shard 1, rewards train 0.9129266142845154, rewards val 0.918809335443038
INFO: 01/17/2021 09:19:40 epoch 70, shard 0, rewards train 0.9085217118263245, rewards val 0.9172270569620253
INFO: 01/17/2021 09:24:33 epoch 70, shard 1, rewards train 0.9098514914512634, rewards val 0.9317642405063291
INFO: 01/17/2021 09:29:24 epoch 71, shard 0, rewards train 0.9150598645210266, rewards val 0.9244462025316456
INFO: 01/17/2021 09:34:16 epoch 71, shard 1, rewards train 0.905695915222168, rewards val 0.9198971518987342
INFO: 01/17/2021 09:39:09 epoch 72, shard 0, rewards train 0.9160571694374084, rewards val 0.9192049050632911
INFO: 01/17/2021 09:44:01 epoch 72, shard 1, rewards train 0.9191046357154846, rewards val 0.9314675632911392
INFO: 01/17/2021 09:48:54 epoch 73, shard 0, rewards train 0.9158909320831299, rewards val 0.9314675632911392
INFO: 01/17/2021 09:53:48 epoch 73, shard 1, rewards train 0.9174977540969849, rewards val 0.9324564873417721
INFO: 01/17/2021 09:58:40 epoch 74, shard 0, rewards train 0.9131482839584351, rewards val 0.9253362341772152
INFO: 01/17/2021 10:03:31 epoch 74, shard 1, rewards train 0.9132036566734314, rewards val 0.9326542721518988
INFO: 01/17/2021 10:08:25 epoch 75, shard 0, rewards train 0.9169713854789734, rewards val 0.9295886075949367
INFO: 01/17/2021 10:13:25 epoch 75, shard 1, rewards train 0.9164727330207825, rewards val 0.9221716772151899
INFO: 01/17/2021 10:18:17 epoch 76, shard 0, rewards train 0.9106826186180115, rewards val 0.9190071202531646
INFO: 01/17/2021 10:23:11 epoch 76, shard 1, rewards train 0.9101839661598206, rewards val 0.9251384493670886
INFO: 01/17/2021 10:28:03 epoch 77, shard 0, rewards train 0.9197418093681335, rewards val 0.9232594936708861
INFO: 01/17/2021 10:32:57 epoch 77, shard 1, rewards train 0.9189661145210266, rewards val 0.9262262658227848
INFO: 01/17/2021 10:37:51 epoch 78, shard 0, rewards train 0.9157801270484924, rewards val 0.914754746835443
INFO: 01/17/2021 10:42:42 epoch 78, shard 1, rewards train 0.9114583134651184, rewards val 0.9304786392405063
INFO: 01/17/2021 10:47:35 epoch 79, shard 0, rewards train 0.912040114402771, rewards val 0.9146558544303798
INFO: 01/17/2021 10:52:28 epoch 79, shard 1, rewards train 0.9123725891113281, rewards val 0.927314082278481
INFO: 01/17/2021 10:57:22 epoch 80, shard 0, rewards train 0.9155030846595764, rewards val 0.9321598101265823
INFO: 01/17/2021 11:02:16 epoch 80, shard 1, rewards train 0.9165835380554199, rewards val 0.9261273734177216
INFO: 01/17/2021 11:07:07 epoch 81, shard 0, rewards train 0.9168052077293396, rewards val 0.932060917721519
INFO: 01/17/2021 11:12:00 epoch 81, shard 1, rewards train 0.9153369069099426, rewards val 0.9232594936708861
INFO: 01/17/2021 11:16:52 epoch 82, shard 0, rewards train 0.918107271194458, rewards val 0.8993275316455697
INFO: 01/17/2021 11:21:45 epoch 82, shard 1, rewards train 0.9140347838401794, rewards val 0.928995253164557
INFO: 01/17/2021 11:26:38 epoch 83, shard 0, rewards train 0.9183565974235535, rewards val 0.920193829113924
INFO: 01/17/2021 11:31:31 epoch 83, shard 1, rewards train 0.9108211398124695, rewards val 0.9248417721518988
INFO: 01/17/2021 11:36:23 epoch 84, shard 0, rewards train 0.9138685464859009, rewards val 0.9244462025316456
INFO: 01/17/2021 11:41:15 epoch 84, shard 1, rewards train 0.9166943430900574, rewards val 0.9254351265822784
INFO: 01/17/2021 11:46:07 epoch 85, shard 0, rewards train 0.918799877166748, rewards val 0.9284018987341772
INFO: 01/17/2021 11:50:59 epoch 85, shard 1, rewards train 0.91727614402771, rewards val 0.9239517405063291
INFO: 01/17/2021 11:55:52 epoch 86, shard 0, rewards train 0.9180241823196411, rewards val 0.9376977848101266
INFO: 01/17/2021 12:00:45 epoch 86, shard 1, rewards train 0.922927737236023, rewards val 0.9296875
INFO: 01/17/2021 12:05:37 epoch 87, shard 0, rewards train 0.9194924831390381, rewards val 0.9281052215189873
INFO: 01/17/2021 12:10:31 epoch 87, shard 1, rewards train 0.9155862331390381, rewards val 0.9276107594936709
INFO: 01/17/2021 12:15:27 epoch 88, shard 0, rewards train 0.9123725891113281, rewards val 0.9251384493670886
INFO: 01/17/2021 12:20:19 epoch 88, shard 1, rewards train 0.908410906791687, rewards val 0.9260284810126582
INFO: 01/17/2021 12:25:10 epoch 89, shard 0, rewards train 0.9096575975418091, rewards val 0.8994264240506329
INFO: 01/17/2021 12:30:02 epoch 89, shard 1, rewards train 0.9096298813819885, rewards val 0.9234572784810127
INFO: 01/17/2021 12:34:54 epoch 90, shard 0, rewards train 0.9177747964859009, rewards val 0.9277096518987342
INFO: 01/17/2021 12:39:47 epoch 90, shard 1, rewards train 0.9173869490623474, rewards val 0.9162381329113924
INFO: 01/17/2021 12:44:41 epoch 91, shard 0, rewards train 0.9144503474235535, rewards val 0.9277096518987342
INFO: 01/17/2021 12:49:34 epoch 91, shard 1, rewards train 0.9169437289237976, rewards val 0.9374011075949367
INFO: 01/17/2021 12:54:26 epoch 92, shard 0, rewards train 0.9219858050346375, rewards val 0.924248417721519
INFO: 01/17/2021 12:59:18 epoch 92, shard 1, rewards train 0.9146443009376526, rewards val 0.922567246835443
INFO: 01/17/2021 01:04:10 epoch 93, shard 0, rewards train 0.9122063517570496, rewards val 0.926621835443038
INFO: 01/17/2021 01:09:03 epoch 93, shard 1, rewards train 0.9251440763473511, rewards val 0.932060917721519
INFO: 01/17/2021 01:13:56 epoch 94, shard 0, rewards train 0.9186336398124695, rewards val 0.9282041139240507
INFO: 01/17/2021 01:18:48 epoch 94, shard 1, rewards train 0.924174427986145, rewards val 0.9312697784810127
INFO: 01/17/2021 01:23:41 epoch 95, shard 0, rewards train 0.9148104786872864, rewards val 0.9291930379746836
