INFO: 01/16/2021 05:46:13 epoch 0, shard 0, rewards train 0.48548316955566406, rewards val 0.6798852848101266
INFO: 01/16/2021 05:50:25 epoch 0, shard 1, rewards train 0.6635638475418091, rewards val 0.7316060126582279
INFO: 01/16/2021 05:54:25 epoch 1, shard 0, rewards train 0.7049257755279541, rewards val 0.7456487341772152
INFO: 01/16/2021 05:58:23 epoch 1, shard 1, rewards train 0.7340702414512634, rewards val 0.7684928797468354
INFO: 01/16/2021 06:02:22 epoch 2, shard 0, rewards train 0.759557843208313, rewards val 0.7730419303797469
INFO: 01/16/2021 06:06:18 epoch 2, shard 1, rewards train 0.7724955677986145, rewards val 0.8074564873417721
INFO: 01/16/2021 06:10:17 epoch 3, shard 0, rewards train 0.7887023687362671, rewards val 0.8036985759493671
INFO: 01/16/2021 06:14:14 epoch 3, shard 1, rewards train 0.7997007966041565, rewards val 0.8160601265822784
INFO: 01/16/2021 06:18:13 epoch 4, shard 0, rewards train 0.8017786145210266, rewards val 0.8432555379746836
INFO: 01/16/2021 06:22:10 epoch 4, shard 1, rewards train 0.8134419322013855, rewards val 0.8397943037974683
INFO: 01/16/2021 06:26:15 epoch 5, shard 0, rewards train 0.8320035338401794, rewards val 0.8551226265822784
INFO: 01/16/2021 06:30:11 epoch 5, shard 1, rewards train 0.826102614402771, rewards val 0.8554193037974683
INFO: 01/16/2021 06:34:15 epoch 6, shard 0, rewards train 0.8301751017570496, rewards val 0.8572982594936709
INFO: 01/16/2021 06:38:13 epoch 6, shard 1, rewards train 0.839012622833252, rewards val 0.861056170886076
INFO: 01/16/2021 06:42:16 epoch 7, shard 0, rewards train 0.838791012763977, rewards val 0.8638251582278481
INFO: 01/16/2021 06:47:43 epoch 7, shard 1, rewards train 0.846686601638794, rewards val 0.859375
INFO: 01/16/2021 06:51:43 epoch 8, shard 0, rewards train 0.8459386229515076, rewards val 0.869560917721519
INFO: 01/16/2021 06:55:41 epoch 8, shard 1, rewards train 0.8515902161598206, rewards val 0.8694620253164557
