INFO: 01/15/2021 08:51:44 epoch 0, shard 0, rewards train 0.7248181104660034, rewards val 0.7773940234877735
INFO: 01/15/2021 08:55:34 epoch 0, shard 1, rewards train 0.7791715264320374, rewards val 0.7858399694337195
INFO: 01/15/2021 08:59:23 epoch 1, shard 0, rewards train 0.7861234545707703, rewards val 0.8000070382882883
INFO: 01/15/2021 09:03:05 epoch 1, shard 1, rewards train 0.806070864200592, rewards val 0.8368575048262548
INFO: 01/15/2021 09:06:49 epoch 2, shard 0, rewards train 0.8215741515159607, rewards val 0.8348515926640926
INFO: 01/15/2021 09:10:39 epoch 2, shard 1, rewards train 0.8325268030166626, rewards val 0.8418245254182753
INFO: 01/15/2021 09:14:28 epoch 3, shard 0, rewards train 0.8424120545387268, rewards val 0.8763573841698842
INFO: 01/15/2021 09:18:10 epoch 3, shard 1, rewards train 0.8469573259353638, rewards val 0.8721293838481338
INFO: 01/15/2021 09:21:55 epoch 4, shard 0, rewards train 0.8526434302330017, rewards val 0.8639046412483912
INFO: 01/15/2021 09:25:57 epoch 4, shard 1, rewards train 0.8576204180717468, rewards val 0.8780214366151866
INFO: 01/15/2021 09:29:41 epoch 5, shard 0, rewards train 0.8592114448547363, rewards val 0.8692839044401545
INFO: 01/15/2021 09:33:24 epoch 5, shard 1, rewards train 0.8607180118560791, rewards val 0.8678058638996139
INFO: 01/15/2021 09:37:15 epoch 6, shard 0, rewards train 0.8581881523132324, rewards val 0.8777197956885456
INFO: 01/15/2021 09:40:57 epoch 6, shard 1, rewards train 0.8648512959480286, rewards val 0.8632460585585586
INFO: 01/15/2021 09:44:46 epoch 7, shard 0, rewards train 0.8648247718811035, rewards val 0.8777248230373229
INFO: 01/15/2021 09:48:29 epoch 7, shard 1, rewards train 0.8670992255210876, rewards val 0.8720137548262549
INFO: 01/15/2021 09:52:19 epoch 8, shard 0, rewards train 0.8671734929084778, rewards val 0.8726472007722008
INFO: 01/15/2021 09:56:03 epoch 8, shard 1, rewards train 0.864554762840271, rewards val 0.879509531853282
INFO: 01/15/2021 09:59:51 epoch 9, shard 0, rewards train 0.8676843643188477, rewards val 0.8658854166666666
INFO: 01/15/2021 10:03:36 epoch 9, shard 1, rewards train 0.8658864498138428, rewards val 0.8851150257400257
INFO: 01/15/2021 10:07:24 epoch 10, shard 0, rewards train 0.8702526688575745, rewards val 0.8695855453667954
INFO: 01/15/2021 10:11:14 epoch 10, shard 1, rewards train 0.8684217929840088, rewards val 0.87674449002574
INFO: 01/15/2021 10:14:56 epoch 11, shard 0, rewards train 0.8702386617660522, rewards val 0.8880811615186615
INFO: 01/15/2021 10:18:45 epoch 11, shard 1, rewards train 0.8692202568054199, rewards val 0.8815355534105533
INFO: 01/15/2021 10:22:29 epoch 12, shard 0, rewards train 0.870841383934021, rewards val 0.8851099983912484
INFO: 01/15/2021 10:26:17 epoch 12, shard 1, rewards train 0.8659656047821045, rewards val 0.8797458172458174
INFO: 01/15/2021 10:29:59 epoch 13, shard 0, rewards train 0.8732820749282837, rewards val 0.883415781853282
INFO: 01/15/2021 10:33:41 epoch 13, shard 1, rewards train 0.8703157305717468, rewards val 0.854272240990991
INFO: 01/15/2021 10:37:29 epoch 14, shard 0, rewards train 0.8721030354499817, rewards val 0.8669512146074646
INFO: 01/15/2021 10:41:11 epoch 14, shard 1, rewards train 0.8689743876457214, rewards val 0.8731901544401545
INFO: 01/15/2021 10:44:53 epoch 15, shard 0, rewards train 0.8713849782943726, rewards val 0.8826717342342342
INFO: 01/15/2021 10:48:35 epoch 15, shard 1, rewards train 0.8677895665168762, rewards val 0.8709680662805662
INFO: 01/15/2021 10:52:19 epoch 16, shard 0, rewards train 0.8736153841018677, rewards val 0.8693693693693693
INFO: 01/15/2021 10:56:09 epoch 16, shard 1, rewards train 0.8717361688613892, rewards val 0.8855423503861004
INFO: 01/15/2021 10:59:58 epoch 17, shard 0, rewards train 0.8716403841972351, rewards val 0.8759300595238094
INFO: 01/15/2021 11:03:41 epoch 17, shard 1, rewards train 0.8691422343254089, rewards val 0.8778102879665379
INFO: 01/15/2021 11:07:29 epoch 18, shard 0, rewards train 0.8719581961631775, rewards val 0.8762518098455598
INFO: 01/15/2021 11:11:14 epoch 18, shard 1, rewards train 0.8746755123138428, rewards val 0.8784688706563707
INFO: 01/15/2021 11:15:02 epoch 19, shard 0, rewards train 0.8755483031272888, rewards val 0.8786749919562419
INFO: 01/15/2021 11:18:45 epoch 19, shard 1, rewards train 0.8757209777832031, rewards val 0.8765584781209781
INFO: 01/15/2021 11:22:33 epoch 20, shard 0, rewards train 0.8792551159858704, rewards val 0.8791023166023166
INFO: 01/15/2021 11:26:14 epoch 20, shard 1, rewards train 0.8750010132789612, rewards val 0.8804647281209781
INFO: 01/15/2021 11:29:58 epoch 21, shard 0, rewards train 0.8746090531349182, rewards val 0.8821589446589446
INFO: 01/15/2021 11:33:48 epoch 21, shard 1, rewards train 0.8728214502334595, rewards val 0.879509531853282
INFO: 01/15/2021 11:37:33 epoch 22, shard 0, rewards train 0.8822876214981079, rewards val 0.8882973375160876
INFO: 01/15/2021 11:41:33 epoch 22, shard 1, rewards train 0.8763230443000793, rewards val 0.8785543355855855
INFO: 01/15/2021 11:46:32 epoch 23, shard 0, rewards train 0.8811225891113281, rewards val 0.8820533703346203
INFO: 01/15/2021 11:50:22 epoch 23, shard 1, rewards train 0.8719928860664368, rewards val 0.8870254182754183
INFO: 01/15/2021 11:54:05 epoch 24, shard 0, rewards train 0.874275803565979, rewards val 0.8803490990990991
INFO: 01/15/2021 11:57:53 epoch 24, shard 1, rewards train 0.8766189813613892, rewards val 0.882163972007722
INFO: 01/16/2021 12:01:42 epoch 25, shard 0, rewards train 0.8773908019065857, rewards val 0.8915651142213642
INFO: 01/16/2021 12:05:26 epoch 25, shard 1, rewards train 0.8719626665115356, rewards val 0.8774030727155727
INFO: 01/16/2021 12:09:10 epoch 26, shard 0, rewards train 0.8791196346282959, rewards val 0.8848083574646074
INFO: 01/16/2021 12:12:59 epoch 26, shard 1, rewards train 0.8775848150253296, rewards val 0.8885889237451738
INFO: 01/16/2021 12:16:42 epoch 27, shard 0, rewards train 0.87973952293396, rewards val 0.8904993162805662
INFO: 01/16/2021 12:20:32 epoch 27, shard 1, rewards train 0.8797353506088257, rewards val 0.8908160392535391
INFO: 01/16/2021 12:24:15 epoch 28, shard 0, rewards train 0.8807472586631775, rewards val 0.8822645189832689
INFO: 01/16/2021 12:28:03 epoch 28, shard 1, rewards train 0.8779996037483215, rewards val 0.8852105453667954
INFO: 01/16/2021 12:31:47 epoch 29, shard 0, rewards train 0.8837080597877502, rewards val 0.8822393822393824
INFO: 01/16/2021 12:35:35 epoch 29, shard 1, rewards train 0.8810675740242004, rewards val 0.8883878297940797
INFO: 01/16/2021 12:39:20 epoch 30, shard 0, rewards train 0.8791850805282593, rewards val 0.8854317487129986
INFO: 01/16/2021 12:43:27 epoch 30, shard 1, rewards train 0.8790068626403809, rewards val 0.8900719916344916
INFO: 01/16/2021 12:47:12 epoch 31, shard 0, rewards train 0.8825726509094238, rewards val 0.8792983832046333
INFO: 01/16/2021 12:51:21 epoch 31, shard 1, rewards train 0.8816497921943665, rewards val 0.8858641007078507
INFO: 01/16/2021 12:55:10 epoch 32, shard 0, rewards train 0.8816537261009216, rewards val 0.8815254987129986
INFO: 01/16/2021 12:58:54 epoch 32, shard 1, rewards train 0.8813242316246033, rewards val 0.9073861808236808
INFO: 01/16/2021 01:02:42 epoch 33, shard 0, rewards train 0.8848996162414551, rewards val 0.9007551077863578
INFO: 01/16/2021 01:06:26 epoch 33, shard 1, rewards train 0.8888995051383972, rewards val 0.9049479166666666
INFO: 01/16/2021 01:10:16 epoch 34, shard 0, rewards train 0.8833903670310974, rewards val 0.900961229086229
INFO: 01/16/2021 01:13:58 epoch 34, shard 1, rewards train 0.8888106942176819, rewards val 0.8882872828185329
INFO: 01/16/2021 01:17:49 epoch 35, shard 0, rewards train 0.8888354301452637, rewards val 0.9053953507078507
INFO: 01/16/2021 01:21:37 epoch 35, shard 1, rewards train 0.8901724815368652, rewards val 0.9019013433075932
INFO: 01/16/2021 01:25:20 epoch 36, shard 0, rewards train 0.8924239277839661, rewards val 0.9042239784427284
INFO: 01/16/2021 01:29:11 epoch 36, shard 1, rewards train 0.8868774771690369, rewards val 0.9003227557915058
INFO: 01/16/2021 01:32:53 epoch 37, shard 0, rewards train 0.8917355537414551, rewards val 0.9052847490347491
INFO: 01/16/2021 01:36:43 epoch 37, shard 1, rewards train 0.893517017364502, rewards val 0.9029671412483912
