INFO: 01/21/2021 01:02:28 epoch 0, shard 0, rewards train 0.6702380180358887, rewards val 0.7853372345559845
INFO: 01/21/2021 01:07:13 epoch 0, shard 1, rewards train 0.7730447053909302, rewards val 0.8136261261261262
INFO: 01/21/2021 01:11:44 epoch 1, shard 0, rewards train 0.7948237061500549, rewards val 0.8246209379021879
INFO: 01/21/2021 01:16:13 epoch 1, shard 1, rewards train 0.8115449547767639, rewards val 0.8128871058558559
INFO: 01/21/2021 01:20:43 epoch 2, shard 0, rewards train 0.8180696964263916, rewards val 0.841904962998713
INFO: 01/21/2021 01:25:12 epoch 2, shard 1, rewards train 0.8280577063560486, rewards val 0.8630550193050194
INFO: 01/21/2021 01:29:41 epoch 3, shard 0, rewards train 0.8425008654594421, rewards val 0.8465703426640926
INFO: 01/21/2021 01:34:08 epoch 3, shard 1, rewards train 0.8417387008666992, rewards val 0.8789766328828829
INFO: 01/21/2021 01:38:37 epoch 4, shard 0, rewards train 0.8475005030632019, rewards val 0.8759300595238094
INFO: 01/21/2021 01:43:07 epoch 4, shard 1, rewards train 0.8539218306541443, rewards val 0.8574344433719434
INFO: 01/21/2021 01:47:38 epoch 5, shard 0, rewards train 0.8580480217933655, rewards val 0.87350185006435
INFO: 01/21/2021 01:52:08 epoch 5, shard 1, rewards train 0.8651865124702454, rewards val 0.8614311856499357
INFO: 01/21/2021 01:56:37 epoch 6, shard 0, rewards train 0.8609573841094971, rewards val 0.8703195382882882
INFO: 01/21/2021 02:01:08 epoch 6, shard 1, rewards train 0.8722392320632935, rewards val 0.8864975466537967
INFO: 01/21/2021 02:05:39 epoch 7, shard 0, rewards train 0.8698181509971619, rewards val 0.8977839446589446
INFO: 01/21/2021 02:10:11 epoch 7, shard 1, rewards train 0.8705723881721497, rewards val 0.8800273487773488
INFO: 01/21/2021 02:14:48 epoch 8, shard 0, rewards train 0.8731294274330139, rewards val 0.9001065797940797
INFO: 01/21/2021 02:19:16 epoch 8, shard 1, rewards train 0.879804790019989, rewards val 0.8981157496782497
INFO: 01/21/2021 02:23:45 epoch 9, shard 0, rewards train 0.8834713697433472, rewards val 0.8800223214285715
INFO: 01/21/2021 02:28:13 epoch 9, shard 1, rewards train 0.8786119222640991, rewards val 0.8840643098455598
INFO: 01/21/2021 02:32:41 epoch 10, shard 0, rewards train 0.8858449459075928, rewards val 0.8936715733590734
