INFO: 01/14/2021 07:52:23 epoch 0, shard 0, rewards train 0.5810338854789734, rewards val 0.7603837025316456
INFO: 01/14/2021 07:56:20 epoch 0, shard 1, rewards train 0.802942156791687, rewards val 0.8760878164556962
INFO: 01/14/2021 08:00:19 epoch 1, shard 0, rewards train 0.8597628474235535, rewards val 0.9036787974683544
INFO: 01/14/2021 08:04:12 epoch 1, shard 1, rewards train 0.8779088854789734, rewards val 0.9142602848101266
INFO: 01/14/2021 08:08:06 epoch 2, shard 0, rewards train 0.8936724066734314, rewards val 0.9173259493670886
INFO: 01/14/2021 08:11:58 epoch 2, shard 1, rewards train 0.900875449180603, rewards val 0.9156447784810127
INFO: 01/14/2021 08:15:47 epoch 3, shard 0, rewards train 0.9057790040969849, rewards val 0.9305775316455697
INFO: 01/14/2021 08:19:40 epoch 3, shard 1, rewards train 0.912732720375061, rewards val 0.9297863924050633
INFO: 01/14/2021 08:23:31 epoch 4, shard 0, rewards train 0.9142287373542786, rewards val 0.9376977848101266
INFO: 01/14/2021 08:27:20 epoch 4, shard 1, rewards train 0.9211270213127136, rewards val 0.9287974683544303
INFO: 01/14/2021 08:31:14 epoch 5, shard 0, rewards train 0.9226784110069275, rewards val 0.9321598101265823
INFO: 01/14/2021 08:35:05 epoch 5, shard 1, rewards train 0.9216810464859009, rewards val 0.9284018987341772
INFO: 01/14/2021 08:39:01 epoch 6, shard 0, rewards train 0.9233987331390381, rewards val 0.9288963607594937
INFO: 01/14/2021 08:42:56 epoch 6, shard 1, rewards train 0.926196813583374, rewards val 0.9364121835443038
INFO: 01/14/2021 08:46:49 epoch 7, shard 0, rewards train 0.927942156791687, rewards val 0.9393789556962026
INFO: 01/14/2021 08:50:41 epoch 7, shard 1, rewards train 0.929964542388916, rewards val 0.9343354430379747
INFO: 01/14/2021 08:54:34 epoch 8, shard 0, rewards train 0.9347296357154846, rewards val 0.9465981012658228
INFO: 01/14/2021 08:58:24 epoch 8, shard 1, rewards train 0.9294935464859009, rewards val 0.9407634493670886
INFO: 01/14/2021 09:02:14 epoch 9, shard 0, rewards train 0.9351451396942139, rewards val 0.9471914556962026
INFO: 01/14/2021 09:06:02 epoch 9, shard 1, rewards train 0.936530351638794, rewards val 0.9430379746835443
INFO: 01/14/2021 09:09:54 epoch 10, shard 0, rewards train 0.9365580677986145, rewards val 0.9485759493670886
INFO: 01/14/2021 09:13:42 epoch 10, shard 1, rewards train 0.9389129281044006, rewards val 0.9400712025316456
INFO: 01/14/2021 09:17:32 epoch 11, shard 0, rewards train 0.9366965889930725, rewards val 0.9506526898734177
INFO: 01/14/2021 09:21:19 epoch 11, shard 1, rewards train 0.9370013475418091, rewards val 0.9463014240506329
INFO: 01/14/2021 09:25:08 epoch 12, shard 0, rewards train 0.940076470375061, rewards val 0.9559928797468354
INFO: 01/14/2021 09:28:59 epoch 12, shard 1, rewards train 0.942237377166748, rewards val 0.9477848101265823
INFO: 01/14/2021 09:32:47 epoch 13, shard 0, rewards train 0.943567156791687, rewards val 0.9509493670886076
INFO: 01/14/2021 09:36:40 epoch 13, shard 1, rewards train 0.9412400126457214, rewards val 0.9530261075949367
INFO: 01/14/2021 09:40:33 epoch 14, shard 0, rewards train 0.9458943009376526, rewards val 0.9456091772151899
INFO: 01/14/2021 09:44:28 epoch 14, shard 1, rewards train 0.941960334777832, rewards val 0.9510482594936709
INFO: 01/14/2021 09:48:21 epoch 15, shard 0, rewards train 0.9411014914512634, rewards val 0.9464992088607594
INFO: 01/14/2021 09:52:13 epoch 15, shard 1, rewards train 0.9400487542152405, rewards val 0.9461036392405063
INFO: 01/14/2021 09:56:07 epoch 16, shard 0, rewards train 0.9430407881736755, rewards val 0.9532238924050633
INFO: 01/14/2021 09:59:57 epoch 16, shard 1, rewards train 0.9427637457847595, rewards val 0.9509493670886076
INFO: 01/14/2021 10:03:48 epoch 17, shard 0, rewards train 0.9404088854789734, rewards val 0.9458069620253164
INFO: 01/14/2021 10:07:39 epoch 17, shard 1, rewards train 0.9429299831390381, rewards val 0.9454113924050633
INFO: 01/14/2021 10:11:28 epoch 18, shard 0, rewards train 0.9453679323196411, rewards val 0.9386867088607594
INFO: 01/14/2021 10:15:22 epoch 18, shard 1, rewards train 0.946642279624939, rewards val 0.9503560126582279
INFO: 01/14/2021 10:19:13 epoch 19, shard 0, rewards train 0.9459773898124695, rewards val 0.9505537974683544
INFO: 01/14/2021 10:23:04 epoch 19, shard 1, rewards train 0.9490247964859009, rewards val 0.9523338607594937
